STDPL,SMSSL,LPFL,MedianSI,sacl,sacr,fixl,fixr,Class
1.267561932,1.993479872,3.373360269,6.093722,14.65756887,13.39398534,14.40485216,13.14126864,2
1.176619023,1.847541836,3.140022186,5.49,17.55265797,25.32597793,17.30190572,25.07522568,2
1.259027717,2.027592266,3.329754613,20.580374,33.60923,21.31928768,33.35841485,21.06847254,2
1.263819752,2.031615834,3.350967548,10.732005,24.88687783,14.79438315,24.63549522,14.54363089,2
1.210396935,1.942443947,3.257888345,22.931481,36.02702027,41.28096072,35.77683262,41.03077308,2
1.201995669,1.877420048,3.260611746,25.57318,32.1043391,32.6059694,31.85352395,32.35515425,2
1.196825658,1.958316196,3.235485999,17.938456,32.93112117,38.46153846,32.67973856,38.21015586,2
1.233440105,1.893667674,3.372842376,19.194471,19.49717804,16.93175988,19.24063622,16.67521806,2
1.229162236,1.914306206,3.320403865,25.08625,30.41729512,34.60381143,30.16591252,34.35305918,2
1.150966997,1.913116686,3.078659711,16.232778,28.83650953,23.31995988,28.58575727,23.06920762,2
0.92564495,1.547235412,2.713420536,35.520852,21.55401809,22.82377919,21.28791911,22.55838641,2
1.162247429,1.818622816,3.218934974,20.641846,25.51275638,40.77038519,25.26263132,40.52026013,2
1.173026798,1.847399096,3.208170753,20.226316,32.67973856,13.28986961,32.42835596,13.03911735,2
1.083478677,1.717600658,3.082724335,14.767083,20.21733637,23.57662403,19.96461966,23.32580888,2
1.199021273,1.902341797,3.144103686,33.206875,24.28722281,41.87562688,24.02323126,41.62487462,2
1.301730788,2.105743055,3.517934555,19.316667,36.35907723,35.60682046,36.10832497,35.3560682,2
1.453088091,2.359919619,3.97620112,1.925549,10.03260597,15.26144608,9.78179082,15.01125844,2
1.19109696,1.879267906,3.095274319,11.628936,22.76138069,12.75637819,22.51125563,12.50625313,2
1.078421894,1.748837147,2.7645746,13.42,32.40477544,37.52131893,32.12052302,37.23706652,2
1.22742361,1.997845518,3.181448702,15.478412,18.80641926,16.8004012,18.555667,16.54964895,2
0.936538545,1.45569079,2.5213139,6.4904,5.516549649,6.519558676,5.265797392,6.268806419,2
0.997038889,1.556887136,2.734813269,27.043333,32.016008,23.51175588,31.76588294,23.26163082,2
0.962566148,1.489114006,2.597085615,2.112888,2.751375688,2.751375688,2.501250625,2.501250625,2
0.963783227,1.5008156,2.6199732,5.313202,7.505629222,7.255441581,7.255441581,7.00525394,2
1.01757643,1.584922626,2.688378503,8.3875,6.019563582,6.270378731,5.768748432,6.019563582,2
1.067752968,1.675786574,2.834726377,8.717917,12.00900676,11.75881911,11.75881911,11.50863147,2
0.957456449,1.494360343,2.596991099,9.316706,12.03610832,10.28084253,11.78535607,10.03009027,2
0.968242764,1.492622447,2.635634758,3.700667,3.761283852,2.256770311,3.510531595,2.006018054,2
0.928318287,1.480194509,2.467509262,4.857483,7.02106319,6.018054162,6.770310933,5.767301906,2
0.857212717,1.329036141,2.302366463,4.532769,8.276899925,7.775269626,8.026084776,7.524454477,2
0.93938594,1.489697671,2.520853587,0.780096,7.534659433,4.219409283,7.233273056,3.918022905,2
0.926015137,1.437265453,2.50784441,4.972658,5.516549649,5.015045135,5.265797392,4.764292879,2
1.054309539,1.682926715,2.802665595,22.47662,18.09954751,17.30190572,17.84816491,17.05115346,2
0.978924466,1.517828355,2.623906221,3.647327,8.527715074,9.78179082,8.276899925,9.530975671,2
0.927276436,1.445737718,2.506806693,4.504765,3.259779338,3.510531595,3.009027081,3.259779338,2
0.898565487,1.407621804,2.430806783,4.887349,8.004002001,7.753876938,7.753876938,7.503751876,2
0.840832702,1.321795226,2.294964131,14.960174,18.80641926,23.06920762,18.555667,22.81845537,2
0.896702192,1.450407326,2.33004406,10.339464,13.28986961,13.03911735,13.03911735,12.7883651,2
0.96121811,1.505044644,2.601100962,18.350833,16.008004,15.75787894,15.75787894,15.50775388,2
0.87613147,1.359805061,2.388324613,12.495483,12.28686058,11.78535607,12.03610832,11.53460381,2
0.87709017,1.369394709,2.394465475,13.186765,11.28385155,16.8004012,11.0330993,16.54964895,2
0.875217205,1.355585328,2.398621062,10.977871,20.56168506,17.55265797,20.3109328,17.30190572,2
0.852552674,1.317662818,2.316075677,8.658611,11.50575288,15.00750375,11.25562781,14.75737869,2
0.893307737,1.383558099,2.465577744,19.379231,26.01951464,16.76257193,25.769327,16.51238429,2
0.842925143,1.351961069,2.109409091,9.917419,14.04564836,19.0142607,13.79483321,18.76407305,2
0.713794179,1.114281215,1.950519881,23.79,28.65761689,22.51688767,28.40623429,22.26670003,2
0.781538622,1.225235305,2.120741346,15.824118,19.04520061,12.85282258,18.7912646,12.60080645,2
0.802493848,1.242856777,2.166823084,9.370862,11.03586657,10.28342112,10.78505142,10.03260597,2
0.854792907,1.331927286,2.280593549,24.046842,18.75937969,15.00750375,18.50925463,14.75737869,2
0.847804623,1.318076741,2.242258146,17.632666,15.55053925,11.03586657,15.2997241,10.78505142,2
1.048186405,1.706277676,2.697452385,18.139288,24.82447342,25.32597793,24.57372116,25.07522568,2
1.030242044,1.612785226,2.780732157,22.724464,15.96593933,19.55867603,15.69984034,19.30792377,2
1.019016414,1.604129801,2.72275046,11.903439,7.00525394,9.256942707,6.7550663,9.006755066,2
1.022425196,1.622408815,2.734840601,13.423356,18.0090045,19.00950475,17.75887944,18.75937969,2
0.990077305,1.534241139,2.644484575,2.517047,5.265797392,6.770310933,5.015045135,6.519558676,2
1.103312611,1.822753329,2.902775796,6.945181,8.592017738,9.950248756,8.314855876,9.673852957,2
1.14275411,1.798484772,3.015657871,13.554015,13.30944459,20.42379372,13.05349373,20.1684963,2
0.961054913,1.505344053,2.610887045,22.79875,17.30190572,19.80942828,17.05115346,19.55867603,2
0.902494114,1.4136716,2.472884198,5.01725,11.28385155,11.53460381,11.0330993,11.28385155,2
0.822233016,1.304851866,2.224033937,18.195211,15.54663992,16.29889669,15.29588766,16.04814443,2
0.948859531,1.514864252,2.532457363,5.989861,10.50525263,14.0070035,10.25512756,13.75687844,2
0.909024681,1.43177501,2.417665482,1.651067,5.629477994,7.382892057,5.373592631,7.128309572,2
0.966104146,1.507402582,2.638189371,21.687105,22.3786774,22.07173313,22.12723158,21.82091798,2
0.827796955,1.287045185,2.205871386,7.59948,9.530975671,10.78505142,9.280160522,10.53423627,2
0.877067176,1.380841104,2.325994207,10.104184,14.79438315,14.79438315,14.54363089,14.54363089,2
0.745859419,1.154987261,1.968477788,7.073398,8.274824473,9.971509972,8.024072217,9.615384615,2
0.821751963,1.277075044,2.222713683,3.874886,1.504513541,1.755265797,1.253761284,1.504513541,2
0.84423544,1.31136429,2.269640411,12.81,11.53460381,13.03911735,11.28385155,12.7883651,2
0.961442066,1.502682317,2.63202503,8.990822,10.03260597,11.03586657,9.78179082,10.78505142,2
0.959818155,1.500345677,2.551480592,9.98338,22.51688767,22.76707531,22.26670003,22.51688767,2
0.908008951,1.41160031,2.480551317,10.324097,12.50625313,16.75837919,12.25612806,16.50825413,2
0.946371036,1.500094592,2.534801077,4.80375,14.04212638,14.04212638,13.79137412,13.79137412,2
0.986717868,1.530166212,2.659967871,9.2232,8.024072217,10.53159478,7.77331996,10.28084253,2
0.975674327,1.506456863,2.638011469,2.244168,1.00050025,0.750375188,0.750375188,0.500250125,2
1.046804598,1.623071856,2.780502552,3.62267,3.251625813,2.751375688,3.00150075,2.501250625,2
1.055873486,1.636237702,2.823003769,5.366062,2.256770311,3.259779338,2.006018054,3.009027081,2
1.056952069,1.643725315,2.87943261,4.451702,11.53460381,11.0330993,11.28385155,10.78234704,2
0.939627917,1.458282506,2.495606136,3.965,5.002501251,5.502751376,4.752376188,5.252626313,2
0.871931834,1.354549319,2.406463309,5.579706,10.25512756,10.03009027,10.0050025,9.779338014,2
0.834606737,1.316407933,2.279089875,9.968684,21.89781022,25.61048243,21.59367397,25.31268612,2
1.003501206,1.669606925,2.681719352,2.3485,16.4399093,14.13227812,16.15646259,13.84963256,2
0.825903492,1.275206575,2.252633269,2.7755,7.255441581,8.506379785,7.00525394,8.256192144,2
0.923601957,1.434391085,2.503257,5.271605,5.252626313,5.502751376,5.002501251,5.252626313,2
0.879745869,1.362390856,2.373446247,4.055937,3.251625813,2.501250625,3.00150075,2.251125563,2
0.924503814,1.469798516,2.51824508,57.92548,17.26294721,16.01200901,17.01275957,15.76182137,2
1.112952777,1.734474487,3.023183463,17.08,18.52995676,23.82146439,18.22112415,23.57071214,2
0.909513046,1.412217513,2.486492736,15.799,14.44043321,22.14867617,14.18256833,21.89409369,2
1.138315623,1.806651832,2.968494311,12.81,21.01576182,20.2651989,20.76557418,20.01501126,2
1.093855555,1.694146059,2.945680716,18.065385,24.07221665,34.35305918,23.82146439,34.10230692,2
1.018113219,1.571872033,2.766694457,7.176699,9.277833501,16.04814443,9.027081244,15.79739218,2
0.937379264,1.461672031,2.521455609,9.46912,15.02419149,23.51763823,14.76954418,23.26745059,2
0.967043185,1.495794342,2.656990915,8.798487,19.0142607,16.01200901,18.76407305,15.76182137,2
1.016257306,1.570446958,2.746679877,10.007813,9.779338014,17.55265797,9.528585757,17.30190572,2
1.114718437,1.789525286,3.036681941,27.661955,20.3109328,25.32597793,20.06018054,25.07522568,2
0.9016923,1.408671973,2.328029095,14.746267,25.57673019,27.33199599,25.32597793,27.08124373,2
0.798636565,1.274717606,2.139757612,13.664,16.55379985,34.95096807,16.3029847,34.69952225,2
0.978889656,1.516544645,2.654528032,6.832,20.87000251,21.37289414,20.6185567,21.12144833,2
0.880824001,1.395916436,2.368259647,18.418255,18.75937969,22.0661986,18.50925463,21.81544634,2
1.020508352,1.615613879,2.739882191,12.209531,18.3299389,19.60285132,18.07535642,19.34826884,2
0.795818684,1.258001508,2.144234442,27.546671,25.76288144,26.2605042,25.51275638,25.99789916,2
0.977398534,1.525419077,2.62134992,18.766914,19.10507793,38.36509529,18.85369532,38.11434303,2
0.843234077,1.303966086,2.29142404,8.152513,10.91924835,12.53761284,10.66531234,12.28686058,2
