STDPL,SMSSL,LPFL,MedianSI,sacl,sacr,fixl,fixr,Class
1.390197992,2.195945695,3.600405483,25.08625,23.62996481,26.08915907,23.3785822,25.83586626,2
1.301748364,2.029445138,3.466314188,14.828162,25.13826043,18.72755259,24.88687783,18.47101077,2
1.260505264,2.024179862,3.346369901,15.25,26.76338169,22.76138069,26.51325663,22.51125563,2
1.272164073,1.989757521,3.4271797,27.262998,40.4725993,34.76738369,40.22121669,34.51725863,2
1.263052933,2.090197701,3.384630092,19.082365,32.34704112,34.85456369,32.09628887,34.60381143,2
1.381049864,2.250126629,3.671428852,21.678462,27.26363182,20.51025513,27.01350675,20.26013007,2
1.037375988,1.642189268,2.862078141,22.851324,40.8266129,27.97379032,40.57459677,27.72177419,2
1.282276287,2.130223321,3.025480697,15.795789,23.82146439,21.56469408,23.57071214,21.31394183,2
1.381866225,2.224470594,3.648542118,29.070521,30.34102307,29.08726179,30.09027081,28.83650953,2
1.004857636,1.615654393,2.730580407,9.963333,21.16935484,20.36199095,20.91733871,20.11060835,2
1.097576992,1.753073154,2.992774844,12.700513,35.10531595,19.80942828,34.85456369,19.55867603,2
1.09265009,1.708799374,2.949480402,22.959296,28.33500502,26.14379085,28.08425276,25.89240825,2
1.094923158,1.734325382,2.965517778,21.020525,41.77088544,24.51225613,41.52076038,24.26213107,2
1.180135603,1.848832583,3.161680399,15.354062,36.95324284,16.8004012,36.70186023,16.54964895,2
1.066252963,1.849754648,3.021259655,25.160154,37.86359077,33.35005015,37.61283852,33.09929789,2
1.070654968,1.755429748,2.728863126,21.553333,42.63857537,24.32906948,42.38776022,24.07825433,2
1.478925625,2.315977357,3.942696533,9.235721,8.024072217,8.776328987,7.77331996,8.52557673,2
1.506661499,2.380129548,4.064606562,6.049167,8.024072217,9.277833501,7.77331996,9.027081244,2
1.533527803,2.384677007,4.124690097,2.948107,9.779338014,10.28084253,9.528585757,10.03009027,2
1.681342255,2.677447589,4.483103543,16.57345,14.75737869,16.008004,14.50725363,15.75787894,2
1.608867024,2.559883456,4.267087223,4.744444,17.05115346,12.72411799,16.8004012,12.43493349,2
1.382803331,2.16337745,3.814199167,4.744444,6.519558676,7.522567703,6.268806419,7.271815446,2
1.280022641,2.006905342,3.415109137,8.694253,15.29588766,10.03009027,15.04513541,9.779338014,2
1.362571888,2.153619939,3.728562431,18.518638,12.79157261,14.7980938,12.54075746,14.54727866,2
1.417401565,2.212661123,3.761504887,2.659426,7.022824179,6.789036963,6.772009029,6.537591149,2
1.368274212,2.167529873,3.698962536,9.527961,7.382892057,8.568548387,7.128309572,8.316532258,2
